,vaccination_ratio,new_deaths_per_million,reproduction_rate,positive_rate,stringency_index
2020-09-07,0.0,0.5433555555555554,1.1473333333333333,0.03499999999999999,45.97714285714286
2020-09-08,0.0,0.6069999999999999,1.1564444444444444,0.03557142857142857,46.64952380952381
2020-09-09,0.0,0.5440222222222223,1.1615555555555557,0.037,46.61642857142858
2020-09-10,0.0,0.45880000000000004,1.1655555555555555,0.03799999999999999,46.61642857142857
2020-09-11,0.0,0.5548000000000001,1.1755555555555557,0.039485714285714284,46.46214285714286
2020-09-12,0.0,0.4862222222222223,1.1833333333333336,0.038857142857142854,46.46214285714286
2020-09-13,0.0,0.4882666666666666,1.1911111111111115,0.038135135135135126,46.46214285714285
2020-09-14,0.0,0.5652222222222223,1.1995555555555557,0.0392,46.1204761904762
2020-09-15,0.0,0.7789555555555556,1.2057777777777778,0.039228571428571425,46.15357142857143
2020-09-16,0.0,0.847688888888889,1.212222222222222,0.03968571428571429,46.08738095238095
2020-09-17,0.0,0.7848444444444443,1.2173333333333334,0.0405142857142857,46.10952380952382
2020-09-18,0.0,0.9129555555555554,1.2188888888888887,0.0408,45.492142857142866
2020-09-19,0.0,0.615288888888889,1.2226666666666668,0.041371428571428566,45.56928571428572
2020-09-20,0.0,0.4935111111111112,1.220888888888889,0.04167567567567568,45.503095238095256
2020-09-21,0.0,0.7489555555555556,1.2162222222222223,0.042971428571428556,45.0397619047619
2020-09-22,0.0,0.9470888888888891,1.2071111111111108,0.043914285714285704,45.0397619047619
2020-09-23,0.0,1.020222222222222,1.2002222222222223,0.04459999999999998,45.172142857142866
2020-09-24,0.0,0.7968888888888889,1.1937777777777778,0.044428571428571435,45.08404761904762
2020-09-25,0.0,1.3582888888888887,1.1886666666666665,0.04545714285714285,44.95190476190477
2020-09-26,0.0,0.8204000000000001,1.185777777777778,0.04608571428571428,45.01809523809524
2020-09-27,0.0,0.42293333333333333,1.1855555555555555,0.0457027027027027,45.01809523809524
2020-09-28,0.0,0.8529333333333333,1.191777777777778,0.04668571428571426,44.92976190476192
2020-09-29,0.0,0.8160666666666668,1.2024444444444444,0.04705714285714283,45.11714285714286
2020-09-30,0.0,1.049488888888889,1.2155555555555555,0.04837142857142857,44.98476190476192
2020-10-01,0.0,0.7525999999999999,1.2313333333333332,0.04948571428571427,45.2602380952381
2020-10-02,0.0,0.9507777777777775,1.2533333333333334,0.05117142857142856,45.35952380952382
2020-10-03,0.0,0.7311111111111113,1.2726666666666668,0.05248571428571428,45.16095238095239
2020-10-04,0.0,0.7743555555555555,1.2891111111111113,0.05448648648648648,45.160952380952395
2020-10-05,0.0,0.898888888888889,1.3022222222222224,0.05617142857142856,45.6352380952381
2020-10-06,0.0,1.4032222222222224,1.3126666666666669,0.05917142857142856,45.701428571428586
2020-10-07,0.0,1.0509777777777778,1.3231111111111111,0.06168571428571428,45.8997619047619
2020-10-08,0.0,1.1859333333333333,1.3348888888888888,0.06551428571428569,45.8997619047619
2020-10-09,0.0,1.484577777777778,1.3431111111111114,0.06922857142857142,46.26357142857144
2020-10-10,0.0,0.9770888888888885,1.3466666666666665,0.07197142857142856,46.175476190476196
2020-10-11,0.0,0.8625777777777777,1.3493333333333335,0.07408108108108107,46.27452380952382
2020-10-12,0.0,1.9997333333333334,1.3546666666666665,0.07757142857142858,46.31880952380953
2020-10-13,0.0,1.251911111111111,1.3631111111111112,0.08000000000000002,46.41809523809524
2020-10-14,0.0,2.0608444444444447,1.3695555555555552,0.08308571428571428,46.35190476190477
2020-10-15,0.0,1.4552666666666665,1.3742222222222222,0.08742857142857141,46.74857142857144
2020-10-16,0.0,1.6254444444444447,1.376222222222222,0.09082857142857144,46.836666666666666
2020-10-17,0.0,1.2347333333333335,1.3773333333333333,0.09437142857142858,47.20047619047619
2020-10-18,0.0,1.255,1.3764444444444444,0.09567567567567566,47.11238095238095
2020-10-19,0.0,2.4964444444444447,1.3744444444444448,0.09802857142857142,48.06
2020-10-20,0.0,2.066688888888889,1.379333333333333,0.10128571428571426,49.09642857142859
2020-10-21,0.0,1.9867555555555554,1.3846666666666667,0.10805714285714285,49.61452380952381
2020-10-22,0.0,2.260688888888889,1.3866666666666667,0.11280000000000001,50.62880952380953
